epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,84035.8,0.88668,0.36485,0.98273,0.96641,0.94252,0.97466,0.7177,0.87201,0.52623,0.94596,0.00540046,0.00540046,0.00540046
186,84472.5,0.88644,0.36665,0.98241,0.96626,0.94246,0.97452,0.7178,0.87214,0.52553,0.94604,0.00537546,0.00537546,0.00537546
187,84906.2,0.88305,0.36557,0.98177,0.96598,0.94245,0.97463,0.71783,0.87221,0.52473,0.94608,0.00535046,0.00535046,0.00535046
188,85340.2,0.8857,0.36653,0.98162,0.9665,0.94231,0.97463,0.71783,0.87226,0.52359,0.94611,0.00532547,0.00532547,0.00532547
189,85774.2,0.88432,0.36372,0.98007,0.96635,0.94242,0.97466,0.71791,0.87227,0.52303,0.94615,0.00530047,0.00530047,0.00530047
190,86207.9,0.87965,0.36181,0.97926,0.96626,0.94246,0.97469,0.7182,0.87238,0.52226,0.94617,0.00527547,0.00527547,0.00527547
191,86642.7,0.87836,0.36329,0.97866,0.96644,0.94251,0.97471,0.71821,0.87239,0.5222,0.9462,0.00525048,0.00525048,0.00525048
192,87077.1,0.87935,0.3637,0.97883,0.96641,0.94257,0.97462,0.71818,0.87246,0.52098,0.94626,0.00522548,0.00522548,0.00522548
193,87511.4,0.88033,0.36165,0.98052,0.96661,0.94252,0.97473,0.71835,0.87246,0.52007,0.94631,0.00520048,0.00520048,0.00520048
194,87946.2,0.87577,0.35986,0.97779,0.96623,0.94256,0.97482,0.71831,0.87254,0.51942,0.94639,0.00517548,0.00517548,0.00517548
195,88381.1,0.87544,0.36251,0.97661,0.96644,0.94258,0.97503,0.71856,0.87246,0.5188,0.94639,0.00515049,0.00515049,0.00515049
196,88815.1,0.87591,0.35931,0.97895,0.9666,0.94281,0.97507,0.71855,0.87249,0.51904,0.9464,0.00512549,0.00512549,0.00512549
197,89249.6,0.87396,0.36017,0.97534,0.96643,0.94285,0.97512,0.71853,0.87244,0.51821,0.9464,0.00510049,0.00510049,0.00510049
198,89684.4,0.87249,0.3584,0.9755,0.9668,0.94282,0.97518,0.71861,0.87252,0.51802,0.9465,0.00507549,0.00507549,0.00507549
199,90123.6,0.87118,0.35809,0.9745,0.9669,0.94292,0.97523,0.71877,0.8726,0.51785,0.94655,0.0050505,0.0050505,0.0050505
200,90557.4,0.86838,0.35572,0.97417,0.96705,0.94327,0.97529,0.71885,0.87263,0.51748,0.94662,0.0050255,0.0050255,0.0050255
201,90992.7,0.8707,0.35819,0.97488,0.96684,0.94341,0.97534,0.71893,0.87271,0.51695,0.94664,0.0050005,0.0050005,0.0050005
202,91430.2,0.86684,0.35651,0.97399,0.96716,0.94342,0.97541,0.71898,0.87275,0.51621,0.94666,0.0049755,0.0049755,0.0049755
203,91867.5,0.86672,0.35666,0.97419,0.96726,0.94346,0.97547,0.71904,0.87275,0.5165,0.94666,0.00495051,0.00495051,0.00495051
204,92301.6,0.86671,0.35476,0.97352,0.96707,0.94342,0.97553,0.71914,0.87287,0.51581,0.94675,0.00492551,0.00492551,0.00492551
205,92735.5,0.86719,0.35782,0.97211,0.96738,0.94324,0.9756,0.71925,0.87291,0.51535,0.94679,0.00490051,0.00490051,0.00490051
206,93187.2,0.86598,0.35576,0.97211,0.96686,0.94393,0.97572,0.71936,0.87305,0.51433,0.94683,0.00487551,0.00487551,0.00487551
207,93621,0.86187,0.35411,0.9706,0.96732,0.94352,0.97579,0.71945,0.87304,0.51383,0.94687,0.00485051,0.00485051,0.00485051
208,94054.8,0.86396,0.35494,0.97327,0.96703,0.94389,0.97588,0.71945,0.87312,0.51307,0.94691,0.00482552,0.00482552,0.00482552
209,94488.9,0.86427,0.35386,0.97159,0.96734,0.9436,0.97589,0.7195,0.87316,0.51233,0.94694,0.00480052,0.00480052,0.00480052
210,94928.8,0.85868,0.35377,0.96872,0.96723,0.94383,0.97596,0.71968,0.87332,0.51163,0.94702,0.00477552,0.00477552,0.00477552
211,95362.5,0.85804,0.35285,0.96795,0.96744,0.94386,0.97602,0.71968,0.87327,0.51076,0.94703,0.00475053,0.00475053,0.00475053
212,95796.1,0.85843,0.35209,0.96839,0.96734,0.94367,0.97597,0.71976,0.87332,0.51005,0.94708,0.00472553,0.00472553,0.00472553
213,96229.4,0.85584,0.35032,0.96898,0.96756,0.94366,0.97595,0.71994,0.87338,0.5088,0.94712,0.00470053,0.00470053,0.00470053
214,96663.5,0.85194,0.3485,0.9661,0.96747,0.94373,0.97603,0.71994,0.87341,0.50763,0.94718,0.00467553,0.00467553,0.00467553
215,97097.7,0.85406,0.34836,0.96922,0.96759,0.94371,0.97614,0.72003,0.87345,0.50736,0.94724,0.00465053,0.00465053,0.00465053
216,97531.9,0.85157,0.34936,0.9668,0.96728,0.94402,0.97616,0.72014,0.87345,0.50768,0.94726,0.00462554,0.00462554,0.00462554
217,97974.1,0.85067,0.34834,0.96577,0.96729,0.94394,0.9761,0.72031,0.87355,0.50715,0.94736,0.00460054,0.00460054,0.00460054
218,98408.2,0.84648,0.34789,0.96284,0.96741,0.94397,0.97614,0.72021,0.87357,0.50644,0.94743,0.00457554,0.00457554,0.00457554
219,98842,0.84827,0.34756,0.96422,0.96719,0.94403,0.97618,0.72032,0.87366,0.50582,0.94751,0.00455054,0.00455054,0.00455054
220,99275.6,0.84675,0.34594,0.96378,0.96728,0.94404,0.9762,0.72044,0.87378,0.50521,0.94762,0.00452555,0.00452555,0.00452555
221,99805.6,0.84408,0.34787,0.96354,0.96746,0.94387,0.97619,0.72039,0.87385,0.50431,0.94759,0.00450055,0.00450055,0.00450055
222,100239,0.84466,0.3461,0.96266,0.96738,0.94409,0.97621,0.72041,0.87392,0.50361,0.94767,0.00447555,0.00447555,0.00447555
223,100674,0.84521,0.34816,0.96158,0.96738,0.94386,0.97618,0.7204,0.87392,0.50278,0.94775,0.00445055,0.00445055,0.00445055
224,101108,0.83976,0.34457,0.96152,0.9676,0.94388,0.9762,0.72051,0.87397,0.50205,0.94786,0.00442556,0.00442556,0.00442556
225,101542,0.83678,0.34325,0.96071,0.96729,0.94424,0.97624,0.72049,0.87411,0.50214,0.94797,0.00440056,0.00440056,0.00440056
226,101975,0.83935,0.34401,0.96007,0.96709,0.94423,0.97629,0.72067,0.87419,0.50144,0.94803,0.00437556,0.00437556,0.00437556
227,102411,0.83644,0.34174,0.96068,0.96707,0.94431,0.97632,0.72078,0.87418,0.50074,0.94809,0.00435057,0.00435057,0.00435057
228,102983,0.83578,0.34081,0.9598,0.96705,0.94429,0.97636,0.72091,0.87424,0.49992,0.94815,0.00432557,0.00432557,0.00432557
229,103417,0.83349,0.34013,0.95809,0.96731,0.94431,0.97641,0.72092,0.87421,0.49927,0.94825,0.00430057,0.00430057,0.00430057
230,103856,0.83259,0.341,0.95591,0.96743,0.94427,0.97638,0.72106,0.87423,0.49891,0.94833,0.00427557,0.00427557,0.00427557
231,104295,0.83094,0.33947,0.9566,0.96753,0.9442,0.9764,0.72127,0.87419,0.49823,0.9484,0.00425058,0.00425058,0.00425058
232,104728,0.82979,0.33957,0.9555,0.96762,0.94409,0.97641,0.72134,0.87416,0.49763,0.94846,0.00422558,0.00422558,0.00422558
233,105162,0.82736,0.33952,0.95504,0.96774,0.94368,0.97634,0.7213,0.87425,0.49695,0.94851,0.00420058,0.00420058,0.00420058
234,105596,0.82807,0.33816,0.95337,0.96795,0.94366,0.97639,0.72138,0.87425,0.49643,0.94857,0.00417558,0.00417558,0.00417558
235,106029,0.82569,0.33703,0.95355,0.96801,0.94358,0.97638,0.72146,0.87432,0.49599,0.94868,0.00415059,0.00415059,0.00415059
236,106463,0.8243,0.33686,0.95222,0.968,0.94344,0.97639,0.72144,0.87438,0.49514,0.94879,0.00412559,0.00412559,0.00412559
237,106897,0.82383,0.33694,0.95391,0.96807,0.94356,0.97644,0.72143,0.87445,0.49455,0.94887,0.00410059,0.00410059,0.00410059
238,107331,0.81833,0.33439,0.94982,0.96782,0.94366,0.9765,0.72144,0.87452,0.4941,0.94898,0.00407559,0.00407559,0.00407559
239,107768,0.82124,0.33538,0.9505,0.96832,0.94327,0.97653,0.72173,0.87467,0.49345,0.94908,0.0040506,0.0040506,0.0040506
240,108202,0.81702,0.33479,0.95003,0.96868,0.94308,0.97655,0.72174,0.87473,0.49291,0.94919,0.0040256,0.0040256,0.0040256
241,108636,0.81835,0.33527,0.95061,0.96858,0.94292,0.97654,0.72189,0.87479,0.49239,0.9493,0.0040006,0.0040006,0.0040006
242,109070,0.81583,0.33418,0.94934,0.96865,0.94292,0.97657,0.7218,0.87493,0.49289,0.94944,0.0039756,0.0039756,0.0039756
243,109504,0.81626,0.33341,0.94756,0.96852,0.94316,0.97665,0.72184,0.87502,0.49243,0.94956,0.00395061,0.00395061,0.00395061
244,109938,0.81472,0.33307,0.94835,0.96875,0.94285,0.97662,0.72186,0.8752,0.49176,0.94971,0.00392561,0.00392561,0.00392561
245,110372,0.8155,0.33178,0.94783,0.96868,0.94302,0.97661,0.72186,0.87521,0.49106,0.94981,0.00390061,0.00390061,0.00390061
246,110806,0.81257,0.33373,0.94633,0.9686,0.94319,0.97663,0.72194,0.87537,0.48986,0.9499,0.00387561,0.00387561,0.00387561
247,111240,0.8092,0.33173,0.94556,0.96887,0.94296,0.97674,0.72193,0.87551,0.48916,0.95001,0.00385061,0.00385061,0.00385061
248,111674,0.80887,0.33114,0.94582,0.96875,0.94302,0.97674,0.72213,0.87563,0.48819,0.95018,0.00382562,0.00382562,0.00382562
249,112108,0.80437,0.33006,0.94448,0.96882,0.94295,0.97678,0.72208,0.87579,0.48765,0.95031,0.00380062,0.00380062,0.00380062
250,112543,0.8087,0.33031,0.9445,0.96876,0.94296,0.97676,0.72214,0.87591,0.48704,0.95043,0.00377562,0.00377562,0.00377562
251,112976,0.80365,0.32889,0.94253,0.96912,0.9426,0.97683,0.72207,0.87609,0.4866,0.9506,0.00375062,0.00375062,0.00375062
252,113413,0.8031,0.32848,0.94168,0.96895,0.94273,0.97683,0.72218,0.87621,0.48601,0.9507,0.00372563,0.00372563,0.00372563
253,113847,0.79926,0.32732,0.94039,0.96898,0.94271,0.97682,0.72215,0.87639,0.4851,0.95089,0.00370063,0.00370063,0.00370063
254,114281,0.80015,0.32639,0.9415,0.96914,0.94252,0.97688,0.72221,0.87658,0.48428,0.95102,0.00367563,0.00367563,0.00367563
255,114714,0.79977,0.32744,0.94024,0.96918,0.94279,0.97688,0.72208,0.87683,0.48445,0.9512,0.00365063,0.00365063,0.00365063
256,115148,0.79402,0.32478,0.93848,0.96918,0.94294,0.97695,0.72214,0.87699,0.48357,0.95134,0.00362564,0.00362564,0.00362564
257,115582,0.79583,0.32594,0.93974,0.96923,0.94265,0.97693,0.72204,0.87715,0.48255,0.95149,0.00360064,0.00360064,0.00360064
258,116016,0.79513,0.32657,0.9389,0.96949,0.94247,0.97696,0.72211,0.87738,0.48175,0.95164,0.00357564,0.00357564,0.00357564
259,116450,0.79043,0.32331,0.93642,0.9692,0.94265,0.97693,0.72205,0.87763,0.48071,0.95175,0.00355064,0.00355064,0.00355064
260,116885,0.79386,0.32498,0.93847,0.96904,0.94259,0.97693,0.72205,0.87785,0.47958,0.95192,0.00352565,0.00352565,0.00352565
261,117320,0.79261,0.32478,0.93783,0.96908,0.9425,0.97692,0.72207,0.87815,0.47863,0.95214,0.00350065,0.00350065,0.00350065
262,117755,0.78993,0.32219,0.93655,0.96925,0.94218,0.97695,0.72209,0.8784,0.47776,0.95229,0.00347565,0.00347565,0.00347565
263,118192,0.78899,0.32479,0.93494,0.96916,0.94249,0.97702,0.72211,0.87862,0.47716,0.95248,0.00345065,0.00345065,0.00345065
264,118644,0.78626,0.32151,0.93425,0.96917,0.94237,0.97696,0.72217,0.87885,0.47662,0.95261,0.00342566,0.00342566,0.00342566
265,119080,0.7865,0.32116,0.93199,0.96898,0.94275,0.97705,0.72197,0.87914,0.47574,0.95287,0.00340066,0.00340066,0.00340066
266,119515,0.78404,0.32086,0.93248,0.96881,0.94288,0.97696,0.72215,0.87936,0.47491,0.95305,0.00337566,0.00337566,0.00337566
267,119962,0.77878,0.31943,0.93117,0.96903,0.9428,0.97695,0.7221,0.87951,0.47467,0.95321,0.00335066,0.00335066,0.00335066
268,120397,0.77953,0.32055,0.93152,0.96912,0.94278,0.97706,0.72213,0.87976,0.47467,0.95336,0.00332567,0.00332567,0.00332567
269,120831,0.77864,0.31875,0.93297,0.96903,0.9427,0.97706,0.72207,0.88004,0.4738,0.9536,0.00330067,0.00330067,0.00330067
270,121265,0.77717,0.3189,0.92986,0.9693,0.94266,0.97702,0.72197,0.88026,0.47316,0.95379,0.00327567,0.00327567,0.00327567
271,121704,0.77359,0.31693,0.92735,0.96929,0.94271,0.97709,0.72195,0.88054,0.47252,0.95401,0.00325067,0.00325067,0.00325067
272,122144,0.77655,0.31823,0.9286,0.96936,0.94271,0.97707,0.722,0.88069,0.47191,0.95418,0.00322568,0.00322568,0.00322568
273,122580,0.77366,0.31617,0.92845,0.96921,0.94282,0.97705,0.72215,0.88093,0.47143,0.95438,0.00320068,0.00320068,0.00320068
274,123017,0.76936,0.31537,0.92676,0.96943,0.9427,0.9771,0.72217,0.88117,0.47074,0.95459,0.00317568,0.00317568,0.00317568
275,123453,0.77111,0.3169,0.92731,0.96912,0.943,0.97714,0.72209,0.88149,0.47026,0.95483,0.00315068,0.00315068,0.00315068
276,123890,0.76822,0.31472,0.92631,0.96908,0.94295,0.97719,0.72192,0.88177,0.46961,0.95501,0.00312569,0.00312569,0.00312569
277,124326,0.76862,0.31471,0.92656,0.96916,0.94291,0.97725,0.72199,0.88199,0.46906,0.95522,0.00310069,0.00310069,0.00310069
278,124762,0.76309,0.31332,0.92492,0.96896,0.94297,0.97716,0.72186,0.88239,0.46797,0.95548,0.00307569,0.00307569,0.00307569
279,125199,0.76376,0.31248,0.92323,0.9691,0.94296,0.97725,0.72185,0.88263,0.46711,0.95568,0.0030507,0.0030507,0.0030507
